player_id,full_name,position,team,team_full_name,jersey_number,birth_city,birth_state_province,birth_country_code,birth_country,birthdate,nationality,height,weight_lbs,birth_lat,birth_lon,headshot_url,arena_name,arena_lat,arena_lon
8484762,Beckett Sennecke,R,ANA,Anaheim Ducks,45,Toronto,Ontario,CAN,Canada,2006-01-28,,"6'3""",206,43.6534817,-79.3839347,https://assets.nhle.com/mugs/nhl/20252026/ANA/8484762.png,Honda Center,33.8078,-117.8765
8478873,Troy Terry,R,ANA,Anaheim Ducks,19,Denver,Colorado,USA,United States,1997-09-10,,"6'0""",193,39.7392364,-104.984862,https://assets.nhle.com/mugs/nhl/20252026/ANA/8478873.png,Honda Center,33.8078,-117.8765
8478366,Frank Vatrano,R,ANA,Anaheim Ducks,77,East Longmeadow,Massachusetts,USA,United States,1994-03-14,,"5'11""",203,42.0648566,-72.5135942,https://assets.nhle.com/mugs/nhl/20252026/ANA/8478366.png,Honda Center,33.8078,-117.8765
8479705,Jeffrey Viel,L,ANA,Anaheim Ducks,28,Rimouski,Quebec,CAN,Canada,1997-01-28,,"6'1""",214,48.4516657,-68.5113083,https://assets.nhle.com/mugs/nhl/20252026/ANA/8479705.png,Honda Center,33.8078,-117.8765
8485512,Tim Washe,C,ANA,Anaheim Ducks,42,Detroit,Michigan,USA,United States,2001-08-25,,"6'3""",212,42.3315509,-83.0466403,https://assets.nhle.com/mugs/nhl/20252026/ANA/8485512.png,Honda Center,33.8078,-117.8765
8474590,John Carlson,D,ANA,Anaheim Ducks,74,Natick,Massachusetts,USA,United States,1990-01-10,,"6'3""",220,42.2836393,-71.346996,https://assets.nhle.com/mugs/nhl/20252026/ANA/8474590.png,Honda Center,33.8078,-117.8765
8475462,Radko Gudas,D,ANA,Anaheim Ducks,7,Prague,,CZE,Czech Republic,1990-06-05,,"6'0""",208,50.0864234,14.4156772,https://assets.nhle.com/mugs/nhl/20252026/ANA/8475462.png,Honda Center,33.8078,-117.8765
8481563,Drew Helleson,D,ANA,Anaheim Ducks,14,Farmington,Minnesota,USA,United States,2001-03-26,,"6'3""",208,44.6402434,-93.1435497,https://assets.nhle.com/mugs/nhl/20252026/ANA/8481563.png,Honda Center,33.8078,-117.8765
8481605,Jackson LaCombe,D,ANA,Anaheim Ducks,2,Eden Prairie,Minnesota,USA,United States,2001-01-09,,"6'2""",208,44.8546856,-93.470786,https://assets.nhle.com/mugs/nhl/20252026/ANA/8481605.png,Honda Center,33.8078,-117.8765
8483490,Pavel Mintyukov,D,ANA,Anaheim Ducks,98,Moscow,,RUS,Russia,2003-11-25,,"6'1""",207,55.625578,37.6063916,https://assets.nhle.com/mugs/nhl/20252026/ANA/8483490.png,Honda Center,33.8078,-117.8765
8482178,Ian Moore,D,ANA,Anaheim Ducks,3,Salt Lake City,Utah,USA,United States,2002-01-04,,"6'3""",205,40.7596198,-111.886797,https://assets.nhle.com/mugs/nhl/20252026/ANA/8482178.png,Honda Center,33.8078,-117.8765
8476885,Jacob Trouba,D,ANA,Anaheim Ducks,65,Rochester,Michigan,USA,United States,1994-02-26,,"6'3""",212,42.680588,-83.1338214,https://assets.nhle.com/mugs/nhl/20252026/ANA/8476885.png,Honda Center,33.8078,-117.8765
8482803,Olen Zellweger,D,ANA,Anaheim Ducks,51,Calgary,Alberta,CAN,Canada,2003-09-10,,"5'10""",193,51.0456064,-114.057541,https://assets.nhle.com/mugs/nhl/20252026/ANA/8482803.png,Honda Center,33.8078,-117.8765
8480843,Lukas Dostal,G,ANA,Anaheim Ducks,1,Brno,,CZE,Czech Republic,2000-06-22,,"6'2""",190,49.2052271,16.6021742,https://assets.nhle.com/mugs/nhl/20252026/ANA/8480843.png,Honda Center,33.8078,-117.8765
8478024,Ville Husso,G,ANA,Anaheim Ducks,33,Helsinki,,FIN,Finland,1995-02-06,,"6'3""",205,60.1666204,24.9435408,https://assets.nhle.com/mugs/nhl/20252026/ANA/8478024.png,Honda Center,33.8078,-117.8765
8475852,Petr Mrazek,G,ANA,Anaheim Ducks,34,Ostrava,,CZE,Czech Republic,1992-02-14,,"6'2""",192,49.8446832,18.2947817,https://assets.nhle.com/mugs/nhl/20252026/ANA/8475852.png,Honda Center,33.8078,-117.8765
8478042,Viktor Arvidsson,L,BOS,Boston Bruins,71,Skelleftea,,SWE,Sweden,1993-04-08,,"5'10""",181,64.7520185,20.959339,https://assets.nhle.com/mugs/nhl/20252026/BOS/8478042.png,TD Garden,42.3662,-71.0621
8479591,Michael Eyssimont,C,BOS,Boston Bruins,81,Littleton,Colorado,USA,United States,1996-09-09,,"6'0""",195,39.613321,-105.016649,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479591.png,TD Garden,42.3662,-71.0621
8479987,Morgan Geekie,C,BOS,Boston Bruins,39,Strathclair,Manitoba,CAN,Canada,1998-07-20,,"6'3""",212,50.4044635,-100.3955365,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479987.png,TD Garden,42.3662,-71.0621
8479661,Tanner Jeannot,L,BOS,Boston Bruins,84,Estevan,Saskatchewan,CAN,Canada,1997-05-29,,"6'2""",221,49.1428076,-102.991075,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479661.png,TD Garden,42.3662,-71.0621
8480355,Mark Kastelic,C,BOS,Boston Bruins,47,Phoenix,Arizona,USA,United States,1999-03-11,,"6'4""",234,33.4484367,-112.074141,https://assets.nhle.com/mugs/nhl/20252026/BOS/8480355.png,TD Garden,42.3662,-71.0621
8482177,Marat Khusnutdinov,C,BOS,Boston Bruins,92,Moscow,,RUS,Russia,2002-07-17,,"5'11""",184,55.625578,37.6063916,https://assets.nhle.com/mugs/nhl/20252026/BOS/8482177.png,TD Garden,42.3662,-71.0621
8476374,Sean Kuraly,C,BOS,Boston Bruins,52,Niagara Falls,New York,USA,United States,1993-01-20,,"6'2""",208,43.1097646,-79.0548683,https://assets.nhle.com/mugs/nhl/20252026/BOS/8476374.png,TD Garden,42.3662,-71.0621
8477496,Elias Lindholm,C,BOS,Boston Bruins,28,Boden,,SWE,Sweden,1994-12-02,,"6'1""",200,65.8275004,21.6964105,https://assets.nhle.com/mugs/nhl/20252026/BOS/8477496.png,TD Garden,42.3662,-71.0621
8483489,Fraser Minten,C,BOS,Boston Bruins,93,Vancouver,British Columbia,CAN,Canada,2004-07-05,,"6'2""",204,49.2608724,-123.113952,https://assets.nhle.com/mugs/nhl/20252026/BOS/8483489.png,TD Garden,42.3662,-71.0621
8479999,Casey Mittelstadt,C,BOS,Boston Bruins,11,Eden Prairie,Minnesota,USA,United States,1998-11-22,,"6'1""",205,44.8546856,-93.470786,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479999.png,TD Garden,42.3662,-71.0621
8477956,David Pastrnak,R,BOS,Boston Bruins,88,Havirov,,CZE,Czech Republic,1996-05-25,,"6'0""",199,50.0864234,14.4156772,https://assets.nhle.com/mugs/nhl/20252026/BOS/8477956.png,TD Garden,42.3662,-71.0621
8482117,Lukas Reichel,L,BOS,Boston Bruins,75,Nürnberg,,DEU,Germany,2002-05-17,,"6'0""",170,49.453872,11.077298,https://assets.nhle.com/mugs/nhl/20252026/BOS/8482117.png,TD Garden,42.3662,-71.0621
8482634,Alex Steeves,C,BOS,Boston Bruins,21,Saint Paul,Minnesota,USA,United States,1999-12-10,,"6'0""",199,44.9863418,-93.1794451,https://assets.nhle.com/mugs/nhl/20252026/BOS/8482634.png,TD Garden,42.3662,-71.0621
8478401,Pavel Zacha,C,BOS,Boston Bruins,18,Brno,,CZE,Czech Republic,1997-04-06,,"6'4""",211,49.2052271,16.6021742,https://assets.nhle.com/mugs/nhl/20252026/BOS/8478401.png,TD Garden,42.3662,-71.0621
8481219,Jonathan Aspirot,D,BOS,Boston Bruins,45,Mascouche,Quebec,CAN,Canada,1999-05-16,,"6'0""",212,45.7453521,-73.6005591,https://assets.nhle.com/mugs/nhl/20252026/BOS/8481219.png,TD Garden,42.3662,-71.0621
8480887,Jordan Harris,D,BOS,Boston Bruins,43,Haverhill,Massachusetts,USA,United States,2000-07-07,,"6'0""",189,42.7777829,-71.0767724,https://assets.nhle.com/mugs/nhl/20252026/BOS/8480887.png,TD Garden,42.3662,-71.0621
8480035,Henri Jokiharju,D,BOS,Boston Bruins,20,Oulu,,FIN,Finland,1999-06-17,,"6'0""",205,65.0117914,25.4701973,https://assets.nhle.com/mugs/nhl/20252026/BOS/8480035.png,TD Garden,42.3662,-71.0621
8476854,Hampus Lindholm,D,BOS,Boston Bruins,27,Helsingborg,,SWE,Sweden,1994-01-20,,"6'4""",217,56.0442098,12.703706,https://assets.nhle.com/mugs/nhl/20252026/BOS/8476854.png,TD Garden,42.3662,-71.0621
8482511,Mason Lohrei,D,BOS,Boston Bruins,6,Baton Rouge,Louisiana,USA,United States,2001-01-17,,"6'5""",218,30.4494155,-91.1869659,https://assets.nhle.com/mugs/nhl/20252026/BOS/8482511.png,TD Garden,42.3662,-71.0621
8479325,Charlie McAvoy,D,BOS,Boston Bruins,73,Long Beach,New York,USA,United States,1997-12-21,,"6'1""",211,40.5885508,-73.6582631,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479325.png,TD Garden,42.3662,-71.0621
8479369,Andrew Peeke,D,BOS,Boston Bruins,26,Parkland,Florida,USA,United States,1998-03-17,,"6'3""",214,26.3100794,-80.23727,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479369.png,TD Garden,42.3662,-71.0621
8477507,Nikita Zadorov,D,BOS,Boston Bruins,91,Moscow,,RUS,Russia,1995-04-16,,"6'7""",255,55.625578,37.6063916,https://assets.nhle.com/mugs/nhl/20252026/BOS/8477507.png,TD Garden,42.3662,-71.0621
8476914,Joonas Korpisalo,G,BOS,Boston Bruins,70,Pori,,FIN,Finland,1994-04-28,,"6'4""",200,61.4866126,21.7972071,https://assets.nhle.com/mugs/nhl/20252026/BOS/8476914.png,TD Garden,42.3662,-71.0621
8480280,Jeremy Swayman,G,BOS,Boston Bruins,1,Anchorage,Alaska,USA,United States,1998-11-24,,"6'3""",195,61.2163129,-149.894852,https://assets.nhle.com/mugs/nhl/20252026/BOS/8480280.png,TD Garden,42.3662,-71.0621
8484145,Zach Benson,L,BUF,Buffalo Sabres,6,Chilliwack,British Columbia,CAN,Canada,2005-05-12,,"5'10""",177,49.1709788,-121.95255,https://assets.nhle.com/mugs/nhl/20252026/BUF/8484145.png,KeyBank Center,42.875,-78.8764
8475842,Sam Carrick,C,BUF,Buffalo Sabres,10,Stouffville,Ontario,CAN,Canada,1992-02-04,,"6'0""",202,43.9717581,-79.2454446,https://assets.nhle.com/mugs/nhl/20252026/BUF/8475842.png,KeyBank Center,42.875,-78.8764
8479941,Justin Danforth,R,BUF,Buffalo Sabres,15,Oshawa,Ontario,CAN,Canada,1993-03-15,,"5'8""",193,43.8975558,-78.8635324,https://assets.nhle.com/mugs/nhl/20252026/BUF/8479941.png,KeyBank Center,42.875,-78.8764
8482659,Josh Doan,R,BUF,Buffalo Sabres,91,Scottsdale,Arizona,USA,United States,2002-02-01,,"6'2""",198,33.4931547,-111.9207896,https://assets.nhle.com/mugs/nhl/20252026/BUF/8482659.png,KeyBank Center,42.875,-78.8764
8482623,Josh Dunne,C,BUF,Buffalo Sabres,44,O'Fallon,Missouri,USA,United States,1998-12-08,,"6'4""",208,38.6740611,-90.2254554,https://assets.nhle.com/mugs/nhl/20252026/BUF/8482623.png,KeyBank Center,42.875,-78.8764
8478413,Jordan Greenway,L,BUF,Buffalo Sabres,12,Canton,New York,USA,United States,1997-02-16,,"6'6""",231,44.6044677,-75.1862763,https://assets.nhle.com/mugs/nhl/20252026/BUF/8478413.png,KeyBank Center,42.875,-78.8764
8482896,Tyson Kozak,C,BUF,Buffalo Sabres,48,Souris,Manitoba,CAN,Canada,2002-12-29,,"5'11""",185,49.63775,-100.2571176,https://assets.nhle.com/mugs/nhl/20252026/BUF/8482896.png,KeyBank Center,42.875,-78.8764
8481522,Peyton Krebs,C,BUF,Buffalo Sabres,19,Calgary,Alberta,CAN,Canada,2001-01-26,,"6'0""",188,51.0456064,-114.057541,https://assets.nhle.com/mugs/nhl/20252026/BUF/8481522.png,KeyBank Center,42.875,-78.8764
8483468,Jiri Kulich,C,BUF,Buffalo Sabres,20,Kadan,,CZE,Czech Republic,2004-04-14,,"6'1""",193,50.0864234,14.4156772,https://assets.nhle.com/mugs/nhl/20252026/BUF/8483468.png,KeyBank Center,42.875,-78.8764
8479359,Beck Malenstyn,L,BUF,Buffalo Sabres,29,Delta,British Columbia,CAN,Canada,1998-02-04,,"6'3""",209,49.0846258,-123.057938,https://assets.nhle.com/mugs/nhl/20252026/BUF/8479359.png,KeyBank Center,42.875,-78.8764
8480802,Ryan McLeod,C,BUF,Buffalo Sabres,71,Mississauga,Ontario,CAN,Canada,1999-09-21,,"6'3""",204,43.5884727,-79.643658,https://assets.nhle.com/mugs/nhl/20252026/BUF/8480802.png,KeyBank Center,42.875,-78.8764
8480064,Josh Norris,C,BUF,Buffalo Sabres,9,Oxford,Michigan,USA,United States,1999-05-05,,"6'2""",196,42.8247524,-83.2646624,https://assets.nhle.com/mugs/nhl/20252026/BUF/8480064.png,KeyBank Center,42.875,-78.8764
8483500,Noah Ostlund,C,BUF,Buffalo Sabres,86,Stockholm,,SWE,Sweden,2004-03-11,,"5'11""",180,59.3251172,18.0710935,https://assets.nhle.com/mugs/nhl/20252026/BUF/8483500.png,KeyBank Center,42.875,-78.8764
8476871,Tanner Pearson,L,BUF,Buffalo Sabres,70,Kitchener,Ontario,CAN,Canada,1992-08-10,,"6'1""",207,43.451291,-80.4927815,https://assets.nhle.com/mugs/nhl/20252026/BUF/8476871.png,KeyBank Center,42.875,-78.8764
8482097,Jack Quinn,R,BUF,Buffalo Sabres,22,Ottawa,Ontario,CAN,Canada,2001-09-19,,"6'1""",185,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/20252026/BUF/8482097.png,KeyBank Center,42.875,-78.8764
8479420,Tage Thompson,C,BUF,Buffalo Sabres,72,Phoenix,Arizona,USA,United States,1997-10-30,,"6'6""",220,33.4484367,-112.074141,https://assets.nhle.com/mugs/nhl/20252026/BUF/8479420.png,KeyBank Center,42.875,-78.8764
8477949,Alex Tuch,R,BUF,Buffalo Sabres,89,Syracuse,New York,USA,United States,1996-05-10,,"6'4""",219,43.0481221,-76.1474244,https://assets.nhle.com/mugs/nhl/20252026/BUF/8477949.png,KeyBank Center,42.875,-78.8764
8475722,Jason Zucker,L,BUF,Buffalo Sabres,17,Newport Beach,California,USA,United States,1992-01-16,,"5'11""",198,33.6170092,-117.9294401,https://assets.nhle.com/mugs/nhl/20252026/BUF/8475722.png,KeyBank Center,42.875,-78.8764
8481524,Bowen Byram,D,BUF,Buffalo Sabres,4,Cranbrook,British Columbia,CAN,Canada,2001-06-13,,"6'1""",205,49.5107477,-115.7672772,https://assets.nhle.com/mugs/nhl/20252026/BUF/8481524.png,KeyBank Center,42.875,-78.8764
8480839,Rasmus Dahlin,D,BUF,Buffalo Sabres,26,Lidkoping,,SWE,Sweden,2000-04-13,,"6'3""",204,58.5037196,13.1576427,https://assets.nhle.com/mugs/nhl/20252026/BUF/8480839.png,KeyBank Center,42.875,-78.8764
8480891,Michael Kesselring,D,BUF,Buffalo Sabres,8,Florence,South Carolina,USA,United States,2000-01-13,,"6'5""",215,34.1984435,-79.7671658,https://assets.nhle.com/mugs/nhl/20252026/BUF/8480891.png,KeyBank Center,42.875,-78.8764
8484305,Zach Metsa,D,BUF,Buffalo Sabres,73,Delafield,Wisconsin,USA,United States,1998-10-19,,"5'9""",198,43.0594237,-88.4040172,https://assets.nhle.com/mugs/nhl/20252026/BUF/8484305.png,KeyBank Center,42.875,-78.8764
8482671,Owen Power,D,BUF,Buffalo Sabres,25,Mississauga,Ontario,CAN,Canada,2002-11-22,,"6'6""",226,43.5884727,-79.643658,https://assets.nhle.com/mugs/nhl/20252026/BUF/8482671.png,KeyBank Center,42.875,-78.8764
8480807,Mattias Samuelsson,D,BUF,Buffalo Sabres,23,Philadelphia,Pennsylvania,USA,United States,2000-03-14,,"6'4""",229,39.9527237,-75.1635262,https://assets.nhle.com/mugs/nhl/20252026/BUF/8480807.png,KeyBank Center,42.875,-78.8764
8474568,Luke Schenn,D,BUF,Buffalo Sabres,5,Saskatoon,Saskatchewan,CAN,Canada,1989-11-02,,"6'2""",225,52.131802,-106.660767,https://assets.nhle.com/mugs/nhl/20252026/BUF/8474568.png,KeyBank Center,42.875,-78.8764
8479378,Logan Stanley,D,BUF,Buffalo Sabres,64,Waterloo,Ontario,CAN,Canada,1998-05-26,,"6'7""",231,43.4701994,-80.5452429,https://assets.nhle.com/mugs/nhl/20252026/BUF/8479378.png,KeyBank Center,42.875,-78.8764
8479982,Conor Timmins,D,BUF,Buffalo Sabres,21,St. Catharines,Ontario,CAN,Canada,1998-09-18,,"6'3""",213,43.1579812,-79.2441003,https://assets.nhle.com/mugs/nhl/20252026/BUF/8479982.png,KeyBank Center,42.875,-78.8764
8481551,Colten Ellis,G,BUF,Buffalo Sabres,92,Whycocomagh,Nova Scotia,CAN,Canada,2000-10-05,,"6'1""",191,45.973268,-61.1295561,https://assets.nhle.com/mugs/nhl/20252026/BUF/8481551.png,KeyBank Center,42.875,-78.8764
8480045,Ukko-Pekka Luukkonen,G,BUF,Buffalo Sabres,1,Espoo,,FIN,Finland,1999-03-09,,"6'5""",223,60.2053395,24.6543431,https://assets.nhle.com/mugs/nhl/20252026/BUF/8480045.png,KeyBank Center,42.875,-78.8764
8479312,Alex Lyon,G,BUF,Buffalo Sabres,34,Baudette,Minnesota,USA,United States,1992-12-09,,"6'1""",199,48.7124408,-94.600171,https://assets.nhle.com/mugs/nhl/20252026/BUF/8479312.png,KeyBank Center,42.875,-78.8764
8478427,Sebastian Aho,C,CAR,Carolina Hurricanes,20,Rauma,,FIN,Finland,1997-07-26,,"6'0""",189,61.1289148,21.5039401,https://assets.nhle.com/mugs/nhl/20252026/CAR/8478427.png,Lenovo Center,35.8033,-78.722
8482809,Jackson Blake,R,CAR,Carolina Hurricanes,53,Fargo,North Dakota,USA,United States,2003-08-03,,"5'11""",185,46.897155,-96.8182654,https://assets.nhle.com/mugs/nhl/20252026/CAR/8482809.png,Lenovo Center,35.8033,-78.722
8477478,William Carrier,L,CAR,Carolina Hurricanes,28,LaSalle,Quebec,CAN,Canada,1994-12-20,,"6'2""",214,45.4325141,-73.6292667,https://assets.nhle.com/mugs/nhl/20252026/CAR/8477478.png,Lenovo Center,35.8033,-78.722
8475235,Nicolas Deslauriers,L,CAR,Carolina Hurricanes,44,LaSalle,Quebec,CAN,Canada,1991-02-22,,"6'1""",218,45.4325141,-73.6292667,https://assets.nhle.com/mugs/nhl/20252026/CAR/8475235.png,Lenovo Center,35.8033,-78.722
8477940,Nikolaj Ehlers,L,CAR,Carolina Hurricanes,27,Aalborg,,DNK,Denmark,1996-02-14,,"6'0""",168,57.0462626,9.9215263,https://assets.nhle.com/mugs/nhl/20252026/CAR/8477940.png,Lenovo Center,35.8033,-78.722
8475791,Taylor Hall,L,CAR,Carolina Hurricanes,71,Calgary,Alberta,CAN,Canada,1991-11-14,,"6'1""",210,51.0456064,-114.057541,https://assets.nhle.com/mugs/nhl/20252026/CAR/8475791.png,Lenovo Center,35.8033,-78.722
8476873,Mark Jankowski,L,CAR,Carolina Hurricanes,77,Hamilton,Ontario,CAN,Canada,1994-09-13,,"6'4""",200,43.2560802,-79.8728583,https://assets.nhle.com/mugs/nhl/20252026/CAR/8476873.png,Lenovo Center,35.8033,-78.722
8482093,Seth Jarvis,C,CAR,Carolina Hurricanes,24,Winnipeg,Manitoba,CAN,Canada,2002-02-01,,"5'10""",180,49.8955367,-97.1384584,https://assets.nhle.com/mugs/nhl/20252026/CAR/8482093.png,Lenovo Center,35.8033,-78.722
8480829,Jesperi Kotkaniemi,C,CAR,Carolina Hurricanes,82,Pori,,FIN,Finland,2000-07-06,,"6'3""",212,61.4866126,21.7972071,https://assets.nhle.com/mugs/nhl/20252026/CAR/8480829.png,Lenovo Center,35.8033,-78.722
8476921,Jordan Martinook,L,CAR,Carolina Hurricanes,48,Brandon,Manitoba,CAN,Canada,1992-07-25,,"6'1""",208,49.8511143,-99.9608924,https://assets.nhle.com/mugs/nhl/20252026/CAR/8476921.png,Lenovo Center,35.8033,-78.722
8480762,Eric Robinson,L,CAR,Carolina Hurricanes,50,Bellmawr,New Jersey,USA,United States,1995-06-14,,"6'2""",220,39.8676134,-75.0946183,https://assets.nhle.com/mugs/nhl/20252026/CAR/8480762.png,Lenovo Center,35.8033,-78.722
8473533,Jordan Staal,C,CAR,Carolina Hurricanes,11,Thunder Bay,Ontario,CAN,Canada,1988-09-10,,"6'4""",220,48.406414,-89.259796,https://assets.nhle.com/mugs/nhl/20252026/CAR/8473533.png,Lenovo Center,35.8033,-78.722
8482702,Logan Stankoven,C,CAR,Carolina Hurricanes,22,Kamloops,British Columbia,CAN,Canada,2003-02-26,,"5'8""",165,50.6758269,-120.339415,https://assets.nhle.com/mugs/nhl/20252026/CAR/8482702.png,Lenovo Center,35.8033,-78.722
8480830,Andrei Svechnikov,R,CAR,Carolina Hurricanes,37,Barnaul,,RUS,Russia,2000-03-26,,"6'3""",200,53.3475493,83.7788448,https://assets.nhle.com/mugs/nhl/20252026/CAR/8480830.png,Lenovo Center,35.8033,-78.722
8478970,Jalen Chatfield,D,CAR,Carolina Hurricanes,5,Ypsilanti,Michigan,USA,United States,1996-05-15,,"6'1""",209,42.241051,-83.6117646,https://assets.nhle.com/mugs/nhl/20252026/CAR/8478970.png,Lenovo Center,35.8033,-78.722
8476906,Shayne Gostisbehere,D,CAR,Carolina Hurricanes,4,Pembroke Pines,Florida,USA,United States,1993-04-20,,"5'11""",183,26.0061943,-80.2872086,https://assets.nhle.com/mugs/nhl/20252026/CAR/8476906.png,Lenovo Center,35.8033,-78.722
8480817,K'Andre Miller,D,CAR,Carolina Hurricanes,19,St. Paul,Minnesota,USA,United States,2000-01-21,,"6'5""",210,44.9802387,-92.9653684,https://assets.nhle.com/mugs/nhl/20252026/CAR/8480817.png,Lenovo Center,35.8033,-78.722
8482100,Alexander Nikishin,D,CAR,Carolina Hurricanes,21,Orel,,RUS,Russia,2001-10-02,,"6'3""",218,52.9357932,36.0067476,https://assets.nhle.com/mugs/nhl/20252026/CAR/8482100.png,Lenovo Center,35.8033,-78.722
8476422,Mike Reilly,D,CAR,Carolina Hurricanes,6,Glenview,Illinois,USA,United States,1993-07-13,,"6'2""",191,42.0700662,-87.8114044,https://assets.nhle.com/mugs/nhl/20252026/CAR/8476422.png,Lenovo Center,35.8033,-78.722
8476958,Jaccob Slavin,D,CAR,Carolina Hurricanes,74,Denver,Colorado,USA,United States,1994-05-01,,"6'3""",207,39.7392364,-104.984862,https://assets.nhle.com/mugs/nhl/20252026/CAR/8476958.png,Lenovo Center,35.8033,-78.722
8480336,Sean Walker,D,CAR,Carolina Hurricanes,26,Keswick,Ontario,CAN,Canada,1994-11-13,,"5'11""",191,44.2396166,-79.4686558,https://assets.nhle.com/mugs/nhl/20252026/CAR/8480336.png,Lenovo Center,35.8033,-78.722
8475883,Frederik Andersen,G,CAR,Carolina Hurricanes,31,Herning,,DNK,Denmark,1989-10-02,,"6'4""",229,56.1379757,8.9746623,https://assets.nhle.com/mugs/nhl/20252026/CAR/8475883.png,Lenovo Center,35.8033,-78.722
8483548,Brandon Bussi,G,CAR,Carolina Hurricanes,32,Sound Beach,New York,USA,United States,1998-06-25,,"6'4""",218,40.9562099,-72.9678811,https://assets.nhle.com/mugs/nhl/20252026/CAR/8483548.png,Lenovo Center,35.8033,-78.722
8481611,Pyotr Kochetkov,G,CAR,Carolina Hurricanes,52,Penza,,RUS,Russia,1999-06-25,,"6'3""",196,53.1953477,45.0190437,https://assets.nhle.com/mugs/nhl/20252026/CAR/8481611.png,Lenovo Center,35.8033,-78.722
8479944,Zachary Aston-Reese,L,CBJ,Columbus Blue Jackets,27,Staten Island,New York,USA,United States,1994-08-10,,"6'1""",203,40.5834557,-74.1496048,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8479944.png,Nationwide Arena,39.9693,-83.0061
8475745,Charlie Coyle,C,CBJ,Columbus Blue Jackets,3,East Weymouth,Massachusetts,USA,United States,1992-03-02,,"6'3""",221,42.2157579,-70.9251565,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8475745.png,Nationwide Arena,39.9693,-83.0061
8483432,Luca Del Bel Belluz,C,CBJ,Columbus Blue Jackets,65,Woodbridge,Ontario,CAN,Canada,2003-11-10,,"6'1""",185,43.7848982,-79.5923855,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8483432.png,Nationwide Arena,39.9693,-83.0061
8484166,Adam Fantilli,C,CBJ,Columbus Blue Jackets,19,Nobleton,Ontario,CAN,Canada,2004-10-12,,"6'2""",205,43.9368955,-79.6796735,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8484166.png,Nationwide Arena,39.9693,-83.0061
