player_id,full_name,position,season,jersey_number,birth_city,birth_state_province,birth_country_code,birth_country,birthdate,nationality,height,weight_lbs,birth_lat,birth_lon,headshot_url,games_played,goals,assists,points,plus_minus,pim,wins,losses,goals_against_avg,save_pct,shutouts
8444956,Amos Arbour,L,19201921,4,Waubaushene,Ontario,CAN,Canada,1895-01-26,,"5'8""",160,44.754404,-79.710969,https://assets.nhle.com/mugs/nhl/latest/8444956.png,24,15,3,18,0,40,,,,,
8445044,Billy Bell,C,19201921,9,Lachine,Quebec,CAN,Canada,1891-06-10,,"5'10""",180,45.435114,-73.6837987,https://assets.nhle.com/mugs/nhl/latest/8445044.png,4,0,0,0,0,2,,,,,
8445071,Louis Berlinquette,L,19201921,6,Papineau,Quebec,CAN,Canada,1887-05-26,,"5'11""",175,45.5479932,-73.6193194,https://assets.nhle.com/mugs/nhl/latest/8445071.png,24,11,9,20,0,28,,,,,
8445317,Dave Campbell,D,19201921,,Lachute,Quebec,CAN,Canada,1896-04-27,,"6'0""",200,45.6560478,-74.3401388,https://assets.nhle.com/mugs/nhl/latest/8445317.png,2,0,0,0,0,0,,,,,
8445496,Odie Cleghorn,R,19201921,7,Montréal,Quebec,CAN,Canada,1891-09-19,,"5'9""",195,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8445496.png,21,6,5,11,0,8,,,,,
8445571,Bert Corbeau,D,19201921,2,Penetanguishene,Ontario,CAN,Canada,1894-02-09,,"5'11""",200,44.7688035,-79.9339487,https://assets.nhle.com/mugs/nhl/latest/8445571.png,24,11,2,13,0,84,,,,,
8447289,Newsy Lalonde,C,19201921,4,Cornwall,Ontario,CAN,Canada,1888-10-31,,"5'9""",168,45.0208647,-74.7305541,https://assets.nhle.com/mugs/nhl/latest/8447289.png,24,33,10,43,0,36,,,,,
8447761,Jack McDonald,L,19201921,6,Quebec City,Quebec,CAN,Canada,1887-02-28,,"5'10""",154,46.7929701,-71.3845987,https://assets.nhle.com/mugs/nhl/latest/8447761.png,12,0,1,1,0,2,,,,,
8447907,Harry Mummery,D,19201921,2,Chicago,Illinois,USA,United States,1889-08-25,,"5'11""",220,41.8755616,-87.6244212,https://assets.nhle.com/mugs/nhl/latest/8447907.png,24,14,6,20,0,67,,,,,
8448154,Didier Pitre,R,19201921,5,Valleyfield,Quebec,CAN,Canada,1883-09-01,,"5'11""",185,45.2555575,-74.1316718,https://assets.nhle.com/mugs/nhl/latest/8448154.png,23,16,5,21,0,25,,,,,
8448336,Dave Ritchie,D,19201921,8,Montréal,Quebec,CAN,Canada,1892-01-12,,"5'7""",180,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8448336.png,6,0,0,0,0,2,,,,,
8449551,Cully Wilson,R,19201921,3,Winnipeg,Manitoba,CAN,Canada,1892-06-05,,"5'8""",180,49.8955367,-97.1384584,https://assets.nhle.com/mugs/nhl/latest/8449551.png,19,8,3,11,0,51,,,,,
8450137,Georges Vezina,G,19201921,1,Chicoutimi,Quebec,CAN,Canada,1887-01-21,,"5'6""",185,48.4286352,-71.0637121,https://assets.nhle.com/mugs/nhl/latest/8450137.png,24,,,,,,13,11,4.122,0.0,1
8445044,Billy Bell,C,19211922,9,Lachine,Quebec,CAN,Canada,1891-06-10,,"5'10""",180,45.435114,-73.6837987,https://assets.nhle.com/mugs/nhl/latest/8445044.png,24,2,2,4,0,4,,,,,
8445071,Louis Berlinquette,L,19211922,6,Papineau,Quebec,CAN,Canada,1887-05-26,,"5'11""",175,45.5479932,-73.6193194,https://assets.nhle.com/mugs/nhl/latest/8445071.png,24,13,5,18,0,10,,,,,
8445131,Edmond Bouchard,L,19211922,10,St-Etienne,Quebec,CAN,Canada,1892-05-24,,"5'10""",185,46.6507146,-71.2998822,https://assets.nhle.com/mugs/nhl/latest/8445131.png,18,1,5,6,0,4,,,,,
8445133,Billy Boucher,R,19211922,5,Ottawa,Ontario,CAN,Canada,1899-11-10,,"5'7""",155,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/latest/8445133.png,24,17,5,22,0,18,,,,,
8445496,Odie Cleghorn,R,19211922,7,Montréal,Quebec,CAN,Canada,1891-09-19,,"5'9""",195,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8445496.png,24,21,3,24,0,26,,,,,
8445497,Sprague Cleghorn,D,19211922,2,Montréal,Quebec,CAN,Canada,1890-03-11,,"5'10""",190,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8445497.png,24,17,9,26,0,80,,,,,
8445571,Bert Corbeau,D,19211922,2,Penetanguishene,Ontario,CAN,Canada,1894-02-09,,"5'11""",200,44.7688035,-79.9339487,https://assets.nhle.com/mugs/nhl/latest/8445571.png,22,3,7,10,0,26,,,,,
8445744,Billy Coutu,D,19211922,3,North Bay,Ontario,CAN,Canada,1892-03-01,,"5'11""",190,46.3092115,-79.4607617,https://assets.nhle.com/mugs/nhl/latest/8445744.png,24,4,3,7,0,8,,,,,
8447289,Newsy Lalonde,C,19211922,4,Cornwall,Ontario,CAN,Canada,1888-10-31,,"5'9""",168,45.0208647,-74.7305541,https://assets.nhle.com/mugs/nhl/latest/8447289.png,20,9,6,15,0,20,,,,,
8447761,Jack McDonald,L,19211922,6,Quebec City,Quebec,CAN,Canada,1887-02-28,,"5'10""",154,46.7929701,-71.3845987,https://assets.nhle.com/mugs/nhl/latest/8447761.png,3,0,0,0,0,0,,,,,
8448154,Didier Pitre,R,19211922,5,Valleyfield,Quebec,CAN,Canada,1883-09-01,,"5'11""",185,45.2555575,-74.1316718,https://assets.nhle.com/mugs/nhl/latest/8448154.png,23,2,4,6,0,12,,,,,
8449181,Phil Stevens,C,19211922,5,St. Lambert,Ontario,CAN,Canada,1893-02-15,,"5'11""",165,43.6725448,-79.4222746,https://assets.nhle.com/mugs/nhl/latest/8449181.png,4,0,0,0,0,0,,,,,
8450137,Georges Vezina,G,19211922,1,Chicoutimi,Quebec,CAN,Canada,1887-01-21,,"5'6""",185,48.4286352,-71.0637121,https://assets.nhle.com/mugs/nhl/latest/8450137.png,24,,,,,,12,11,3.841,0.0,0
8445044,Billy Bell,C,19221923,9,Lachine,Quebec,CAN,Canada,1891-06-10,,"5'10""",180,45.435114,-73.6837987,https://assets.nhle.com/mugs/nhl/latest/8445044.png,21,0,0,0,0,0,,,,,
8445071,Louis Berlinquette,L,19221923,6,Papineau,Quebec,CAN,Canada,1887-05-26,,"5'11""",175,45.5479932,-73.6193194,https://assets.nhle.com/mugs/nhl/latest/8445071.png,26,2,5,7,0,4,,,,,
8445131,Edmond Bouchard,L,19221923,10,St-Etienne,Quebec,CAN,Canada,1892-05-24,,"5'10""",185,46.6507146,-71.2998822,https://assets.nhle.com/mugs/nhl/latest/8445131.png,24,5,15,20,0,44,,,,,
8445133,Billy Boucher,R,19221923,5,Ottawa,Ontario,CAN,Canada,1899-11-10,,"5'7""",155,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/latest/8445133.png,26,24,6,30,0,57,,,,,
8445496,Odie Cleghorn,R,19221923,7,Montréal,Quebec,CAN,Canada,1891-09-19,,"5'9""",195,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8445496.png,26,19,8,27,0,16,,,,,
8445497,Sprague Cleghorn,D,19221923,2,Montréal,Quebec,CAN,Canada,1890-03-11,,"5'10""",190,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8445497.png,25,9,8,17,0,41,,,,,
8445744,Billy Coutu,D,19221923,3,North Bay,Ontario,CAN,Canada,1892-03-01,,"5'11""",190,46.3092115,-79.4607617,https://assets.nhle.com/mugs/nhl/latest/8445744.png,25,5,4,9,0,79,,,,,
8447110,Aurel Joliat,L,19221923,4,Ottawa,Ontario,CAN,Canada,1901-08-29,,"5'7""",136,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/latest/8447110.png,26,14,10,24,0,42,,,,,
8447594,Joe Malone,C,19221923,11,Quebec City,Quebec,CAN,Canada,1890-02-28,,"5'10""",150,46.7929701,-71.3845987,https://assets.nhle.com/mugs/nhl/latest/8447594.png,22,1,0,1,0,2,,,,,
8448154,Didier Pitre,R,19221923,5,Valleyfield,Quebec,CAN,Canada,1883-09-01,,"5'11""",185,45.2555575,-74.1316718,https://assets.nhle.com/mugs/nhl/latest/8448154.png,24,1,2,3,0,0,,,,,
8450137,Georges Vezina,G,19221923,1,Chicoutimi,Quebec,CAN,Canada,1887-01-21,,"5'6""",185,48.4286352,-71.0637121,https://assets.nhle.com/mugs/nhl/latest/8450137.png,26,,,,,,14,10,2.386,0.0,2
8445044,Billy Bell,C,19231924,9,Lachine,Quebec,CAN,Canada,1891-06-10,,"5'10""",180,45.435114,-73.6837987,https://assets.nhle.com/mugs/nhl/latest/8445044.png,16,0,1,1,0,0,,,,,
8445133,Billy Boucher,R,19231924,5,Ottawa,Ontario,CAN,Canada,1899-11-10,,"5'7""",155,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/latest/8445133.png,29,22,8,30,0,63,,,,,
8445136,Bobby Boucher,C,19231924,10,Ottawa,Ontario,CAN,Canada,1904-02-14,,"5'8""",142,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/latest/8445136.png,16,1,0,1,0,0,,,,,
8445312,Billy Cameron,R,19231924,14,Timmins,Ontario,CAN,Canada,1896-12-05,,"5'11""",160,48.477473,-81.330414,https://assets.nhle.com/mugs/nhl/latest/8445312.png,24,0,1,1,0,4,,,,,
8445496,Odie Cleghorn,R,19231924,7,Montréal,Quebec,CAN,Canada,1891-09-19,,"5'9""",195,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8445496.png,28,2,7,9,0,20,,,,,
8445497,Sprague Cleghorn,D,19231924,2,Montréal,Quebec,CAN,Canada,1890-03-11,,"5'10""",190,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8445497.png,29,10,5,15,0,49,,,,,
8445744,Billy Coutu,D,19231924,3,North Bay,Ontario,CAN,Canada,1892-03-01,,"5'11""",190,46.3092115,-79.4607617,https://assets.nhle.com/mugs/nhl/latest/8445744.png,22,3,1,4,0,16,,,,,
8447110,Aurel Joliat,L,19231924,4,Ottawa,Ontario,CAN,Canada,1901-08-29,,"5'7""",136,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/latest/8447110.png,30,19,8,27,0,33,,,,,
8447594,Joe Malone,C,19231924,11,Quebec City,Quebec,CAN,Canada,1890-02-28,,"5'10""",150,46.7929701,-71.3845987,https://assets.nhle.com/mugs/nhl/latest/8447594.png,10,0,1,1,0,0,,,,,
8447606,Sylvio Mantha,D,19231924,2,Montréal,Quebec,CAN,Canada,1902-04-14,,"5'10""",178,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8447606.png,30,1,1,2,0,11,,,,,
8447888,Howie Morenz,C,19231924,7,Mitchell,Ontario,CAN,Canada,1902-09-21,,"5'9""",165,44.5777056,-78.9492116,https://assets.nhle.com/mugs/nhl/latest/8447888.png,30,20,6,26,0,42,,,,,
8450137,Georges Vezina,G,19231924,1,Chicoutimi,Quebec,CAN,Canada,1887-01-21,,"5'6""",185,48.4286352,-71.0637121,https://assets.nhle.com/mugs/nhl/latest/8450137.png,30,,,,,,19,11,1.779,0.0,5
8445133,Billy Boucher,R,19241925,5,Ottawa,Ontario,CAN,Canada,1899-11-10,,"5'7""",155,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/latest/8445133.png,36,20,13,33,0,109,,,,,
8445496,Odie Cleghorn,R,19241925,7,Montréal,Quebec,CAN,Canada,1891-09-19,,"5'9""",195,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8445496.png,36,3,4,7,0,14,,,,,
8445497,Sprague Cleghorn,D,19241925,2,Montréal,Quebec,CAN,Canada,1890-03-11,,"5'10""",190,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8445497.png,33,9,12,21,0,91,,,,,
8445744,Billy Coutu,D,19241925,3,North Bay,Ontario,CAN,Canada,1892-03-01,,"5'11""",190,46.3092115,-79.4607617,https://assets.nhle.com/mugs/nhl/latest/8445744.png,34,4,2,6,0,70,,,,,
8446755,Fern Headley,D,19241925,10,Crystal,North Dakota,USA,United States,1901-03-02,,"5'11""",175,48.5969371,-97.6695334,https://assets.nhle.com/mugs/nhl/latest/8446755.png,35,1,4,5,0,6,,,,,
8447110,Aurel Joliat,L,19241925,4,Ottawa,Ontario,CAN,Canada,1901-08-29,,"5'7""",136,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/latest/8447110.png,30,32,12,44,0,102,,,,,
8447111,Rene Joliat,R,19241925,12,Ottawa,Ontario,CAN,Canada,1898-04-25,,"5'5""",140,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/latest/8447111.png,1,0,0,0,0,0,,,,,
8447272,Roland Lafleur,L,19241925,11,Ottawa,Ontario,CAN,Canada,1899-03-21,,"5'6""",145,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/latest/8447272.png,1,0,0,0,0,0,,,,,
8447606,Sylvio Mantha,D,19241925,2,Montréal,Quebec,CAN,Canada,1902-04-14,,"5'10""",178,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8447606.png,36,2,4,6,0,20,,,,,
8447641,Johnny Matz,C,19241925,9,Omaha,Nebraska,USA,United States,1891-06-01,,"0'0""",,41.2587459,-95.9383758,https://assets.nhle.com/mugs/nhl/latest/8447641.png,35,2,4,6,0,2,,,,,
8447888,Howie Morenz,C,19241925,7,Mitchell,Ontario,CAN,Canada,1902-09-21,,"5'9""",165,44.5777056,-78.9492116,https://assets.nhle.com/mugs/nhl/latest/8447888.png,36,34,13,47,0,54,,,,,
8448336,Dave Ritchie,D,19241925,8,Montréal,Quebec,CAN,Canada,1892-01-12,,"5'7""",180,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8448336.png,6,0,0,0,0,0,,,,,
8450137,Georges Vezina,G,19241925,1,Chicoutimi,Quebec,CAN,Canada,1887-01-21,,"5'6""",185,48.4286352,-71.0637121,https://assets.nhle.com/mugs/nhl/latest/8450137.png,36,,,,,,20,14,2.005,0.0,6
8445133,Billy Boucher,R,19251926,5,Ottawa,Ontario,CAN,Canada,1899-11-10,,"5'7""",155,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/latest/8445133.png,34,8,5,13,0,118,,,,,
8445578,Roger Cormier,R,19251926,,Montréal,Quebec,CAN,Canada,1905-03-23,,"5'10""",167,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8445578.png,1,0,0,0,0,0,,,,,
8445744,Billy Coutu,D,19251926,3,North Bay,Ontario,CAN,Canada,1892-03-01,,"5'11""",190,46.3092115,-79.4607617,https://assets.nhle.com/mugs/nhl/latest/8445744.png,33,2,4,6,0,97,,,,,
8446897,Bill Holmes,C,19251926,12,Portage la Prairie,Manitoba,CAN,Canada,1899-03-09,,"6'0""",200,49.972422,-98.289185,https://assets.nhle.com/mugs/nhl/latest/8446897.png,9,1,0,1,0,4,,,,,
8447110,Aurel Joliat,L,19251926,4,Ottawa,Ontario,CAN,Canada,1901-08-29,,"5'7""",136,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/latest/8447110.png,35,17,9,26,0,62,,,,,
8447328,Wildor Larochelle,R,19251926,14,Sorel,Quebec,CAN,Canada,1906-09-23,,"5'8""",158,46.044404,-73.104744,https://assets.nhle.com/mugs/nhl/latest/8447328.png,33,2,1,3,0,10,,,,,
8447371,Albert Leduc,D,19251926,18,Valleyfield,Quebec,CAN,Canada,1902-11-22,,"5'9""",180,45.2555575,-74.1316718,https://assets.nhle.com/mugs/nhl/latest/8447371.png,32,10,3,13,0,64,,,,,
8447465,Hec Lepine,C,19251926,7,Ste-Anne-de-Bellevue,Quebec,CAN,Canada,1897-12-07,,"5'11""",185,45.4113575,-73.9392272,https://assets.nhle.com/mugs/nhl/latest/8447465.png,33,5,2,7,0,2,,,,,
8447466,Pit Lepine,C,19251926,9,Ste-Anne-de-Bellevue,Quebec,CAN,Canada,1901-07-30,,"5'11""",168,45.4113575,-73.9392272,https://assets.nhle.com/mugs/nhl/latest/8447466.png,27,9,1,10,0,18,,,,,
8447606,Sylvio Mantha,D,19251926,2,Montréal,Quebec,CAN,Canada,1902-04-14,,"5'10""",178,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8447606.png,34,2,2,4,0,68,,,,,
8447637,Joe Matte,D,19251926,12,Bourget,Ontario,CAN,Canada,1893-03-06,,"5'11""",165,45.4348751,-75.1578861,https://assets.nhle.com/mugs/nhl/latest/8447637.png,9,0,0,0,0,0,,,,,
8447795,John McKinnon,D,19251926,11,Guysborough,Nova Scotia,CAN,Canada,1902-07-15,,"5'8""",170,45.262856,-61.7405592,https://assets.nhle.com/mugs/nhl/latest/8447795.png,2,0,0,0,0,0,,,,,
8447888,Howie Morenz,C,19251926,7,Mitchell,Ontario,CAN,Canada,1902-09-21,,"5'9""",165,44.5777056,-78.9492116,https://assets.nhle.com/mugs/nhl/latest/8447888.png,31,23,3,26,0,41,,,,,
8448101,Rollie Paulhus,D,19251926,9,Montréal,Quebec,CAN,Canada,1902-09-01,,"5'8""",185,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8448101.png,33,0,0,0,0,0,,,,,
8448336,Dave Ritchie,D,19251926,8,Montréal,Quebec,CAN,Canada,1892-01-12,,"5'7""",180,45.5031824,-73.5698065,https://assets.nhle.com/mugs/nhl/latest/8448336.png,2,0,0,0,0,0,,,,,
8450012,Frenchy Lacroix,G,19251926,11,Newton,Massachusetts,USA,United States,1897-10-21,,"5'7""",136,42.3300435,-71.194862,https://assets.nhle.com/mugs/nhl/latest/8450012.png,5,,,,,,1,4,3.429,0.0,0
8450099,Herb Rheaume,G,19251926,1,Mason,Quebec,CAN,Canada,1900-01-12,,"6'0""",200,46.9641946,-78.1840249,https://assets.nhle.com/mugs/nhl/latest/8450099.png,31,,,,,,10,20,2.925,0.0,0
8450137,Georges Vezina,G,19251926,1,Chicoutimi,Quebec,CAN,Canada,1887-01-21,,"5'6""",185,48.4286352,-71.0637121,https://assets.nhle.com/mugs/nhl/latest/8450137.png,1,,,,,,0,0,0.0,0.0,0
8445133,Billy Boucher,R,19261927,5,Ottawa,Ontario,CAN,Canada,1899-11-10,,"5'7""",155,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/latest/8445133.png,43,6,0,6,0,30,,,,,
8445541,Carson Cooper,R,19261927,8,Cornwall,Ontario,CAN,Canada,1899-07-17,,"5'7""",160,45.0208647,-74.7305541,https://assets.nhle.com/mugs/nhl/latest/8445541.png,27,9,3,12,0,18,,,,,
8446514,Art Gagne,R,19261927,6,Ottawa,Ontario,CAN,Canada,1897-10-11,,"5'7""",160,45.4208777,-75.6901106,https://assets.nhle.com/mugs/nhl/latest/8446514.png,48,14,4,18,0,44,,,,,
