player_id,full_name,position,team,jersey_number,birth_city,birth_state_province,birth_country,birthdate,nationality,height,weight_lbs,birth_lat,birth_lon
8479325,Charlie McAvoy,D,BOS,73,Long Beach,New York,USA,1997-12-21,,"6'1""",211,40.5885508,-73.6582631
8479369,Andrew Peeke,D,BOS,26,Parkland,Florida,USA,1998-03-17,,"6'3""",214,26.3100794,-80.2372700
8477507,Nikita Zadorov,D,BOS,91,Moscow,,RUS,1995-04-16,,"6'7""",255,55.6918053,37.5556847
8476914,Joonas Korpisalo,G,BOS,70,Pori,,FIN,1994-04-28,,"6'4""",200,61.4866126,21.7972071
8480280,Jeremy Swayman,G,BOS,1,Anchorage,Alaska,USA,1998-11-24,,"6'3""",195,61.2163129,-149.8948520
8484145,Zach Benson,L,BUF,6,Chilliwack,British Columbia,CAN,2005-05-12,,"5'10""",177,49.1709788,-121.9525500
8475842,Sam Carrick,C,BUF,10,Stouffville,Ontario,CAN,1992-02-04,,"6'0""",202,43.8765411,-79.2862039
8479941,Justin Danforth,R,BUF,15,Oshawa,Ontario,CAN,1993-03-15,,"5'8""",193,43.8975558,-78.8635324
8482659,Josh Doan,R,BUF,91,Scottsdale,Arizona,USA,2002-02-01,,"6'2""",198,33.4942189,-111.9260180
8482623,Josh Dunne,C,BUF,44,O'Fallon,Missouri,USA,1998-12-08,,"6'4""",208,38.7902503,-90.7033292
8478413,Jordan Greenway,L,BUF,12,Canton,New York,USA,1997-02-16,,"6'6""",231,44.5956163,-75.1690942
8482896,Tyson Kozak,C,BUF,48,Souris,Manitoba,CAN,2002-12-29,,"5'11""",185,5.3150798,-3.9038832
8481522,Peyton Krebs,C,BUF,19,Calgary,Alberta,CAN,2001-01-26,,"6'0""",188,51.0414312,-114.0176929
8483468,Jiri Kulich,C,BUF,20,Kadan,,CZE,2004-04-14,,"6'1""",193,50.3761991,13.2710364
8479359,Beck Malenstyn,L,BUF,29,Delta,British Columbia,CAN,1998-02-04,,"6'3""",209,-43.8808966,170.4962337
8480802,Ryan McLeod,C,BUF,71,Mississauga,Ontario,CAN,1999-09-21,,"6'3""",204,43.5801288,-79.6479803
8480064,Josh Norris,C,BUF,9,Oxford,Michigan,USA,1999-05-05,,"6'2""",196,42.8247524,-83.2646624
8483500,Noah Ostlund,C,BUF,86,Stockholm,,SWE,2004-03-11,,"5'11""",180,59.3587062,17.8736682
8476871,Tanner Pearson,L,BUF,70,Kitchener,Ontario,CAN,1992-08-10,,"6'1""",207,43.4497181,-80.4910447
8482097,Jack Quinn,R,BUF,22,Ottawa,Ontario,CAN,2001-09-19,,"6'1""",185,45.4041115,-75.7118830
8479420,Tage Thompson,C,BUF,72,Phoenix,Arizona,USA,1997-10-30,,"6'6""",220,33.4484367,-112.0741410
8477949,Alex Tuch,R,BUF,89,Syracuse,New York,USA,1996-05-10,,"6'4""",219,43.0481221,-76.1474244
8475722,Jason Zucker,L,BUF,17,Newport Beach,California,USA,1992-01-16,,"5'11""",198,33.6170092,-117.9294401
8481524,Bowen Byram,D,BUF,4,Cranbrook,British Columbia,CAN,2001-06-13,,"6'1""",205,-43.5000032,172.5747374
8480839,Rasmus Dahlin,D,BUF,26,Lidkoping,,SWE,2000-04-13,,"6'3""",204,58.5037196,13.1576427
8480891,Michael Kesselring,D,BUF,8,Florence,South Carolina,USA,2000-01-13,,"6'5""",215,34.1984435,-79.7671658
8484305,Zach Metsa,D,BUF,73,Delafield,Wisconsin,USA,1998-10-19,,"5'9""",198,43.0594237,-88.4040172
8482671,Owen Power,D,BUF,25,Mississauga,Ontario,CAN,2002-11-22,,"6'6""",226,43.5801288,-79.6479803
8480807,Mattias Samuelsson,D,BUF,23,Philadelphia,Pennsylvania,USA,2000-03-14,,"6'4""",229,39.9527237,-75.1635262
8474568,Luke Schenn,D,BUF,5,Saskatoon,Saskatchewan,CAN,1989-11-02,,"6'2""",225,52.1318020,-106.6607670
8479378,Logan Stanley,D,BUF,64,Waterloo,Ontario,CAN,1998-05-26,,"6'7""",231,43.3885904,-80.2939131
8479982,Conor Timmins,D,BUF,21,St. Catharines,Ontario,CAN,1998-09-18,,"6'3""",213,43.1585383,-79.2446787
8481551,Colten Ellis,G,BUF,92,Whycocomagh,Nova Scotia,CAN,2000-10-05,,"6'1""",191,45.9740206,-61.1271652
8480045,Ukko-Pekka Luukkonen,G,BUF,1,Espoo,,FIN,1999-03-09,,"6'5""",223,60.2049651,24.6559808
8479312,Alex Lyon,G,BUF,34,Baudette,Minnesota,USA,1992-12-09,,"6'1""",199,48.7124408,-94.6001710
8478427,Sebastian Aho,C,CAR,20,Rauma,,FIN,1997-07-26,,"6'0""",189,61.1289148,21.5039401
8482809,Jackson Blake,R,CAR,53,Fargo,North Dakota,USA,2003-08-03,,"5'11""",185,46.8772290,-96.7898210
8477478,William Carrier,L,CAR,28,LaSalle,Quebec,CAN,1994-12-20,,"6'2""",214,41.3474892,-88.9011861
8475235,Nicolas Deslauriers,L,CAR,44,LaSalle,Quebec,CAN,1991-02-22,,"6'1""",218,41.3474892,-88.9011861
8477940,Nikolaj Ehlers,L,CAR,27,Aalborg,,DNK,1996-02-14,,"6'0""",168,57.0462626,9.9215263
8475791,Taylor Hall,L,CAR,71,Calgary,Alberta,CAN,1991-11-14,,"6'1""",210,51.0414312,-114.0176929
8476873,Mark Jankowski,L,CAR,77,Hamilton,Ontario,CAN,1994-09-13,,"6'4""",200,-43.5545207,170.3292814
8482093,Seth Jarvis,C,CAR,24,Winnipeg,Manitoba,CAN,2002-02-01,,"5'10""",180,49.8825429,-97.1499315
8480829,Jesperi Kotkaniemi,C,CAR,82,Pori,,FIN,2000-07-06,,"6'3""",212,61.4866126,21.7972071
8476921,Jordan Martinook,L,CAR,48,Brandon,Manitoba,CAN,1992-07-25,,"6'1""",208,-43.2996694,172.6086816
8480762,Eric Robinson,L,CAR,50,Bellmawr,New Jersey,USA,1995-06-14,,"6'2""",220,39.8676134,-75.0946183
8473533,Jordan Staal,C,CAR,11,Thunder Bay,Ontario,CAN,1988-09-10,,"6'4""",220,50.2298564,-87.4261449
8482702,Logan Stankoven,C,CAR,22,Kamloops,British Columbia,CAN,2003-02-26,,"5'8""",165,50.6528167,-120.3687661
8480830,Andrei Svechnikov,R,CAR,37,Barnaul,,RUS,2000-03-26,,"6'3""",200,53.3911444,83.6668646
8478970,Jalen Chatfield,D,CAR,5,Ypsilanti,Michigan,USA,1996-05-15,,"6'1""",209,42.2410510,-83.6117646
8476906,Shayne Gostisbehere,D,CAR,4,Pembroke Pines,Florida,USA,1993-04-20,,"5'11""",183,26.0061943,-80.2872086
8480817,K'Andre Miller,D,CAR,19,St. Paul,Minnesota,USA,2000-01-21,,"6'5""",210,44.9497487,-93.0931028
8482100,Alexander Nikishin,D,CAR,21,Orel,,RUS,2001-10-02,,"6'3""",218,52.9362424,36.1259811
8476422,Mike Reilly,D,CAR,6,Glenview,Illinois,USA,1993-07-13,,"6'2""",191,42.0700662,-87.8114044
8476958,Jaccob Slavin,D,CAR,74,Denver,Colorado,USA,1994-05-01,,"6'3""",207,39.7392364,-104.9848620
8480336,Sean Walker,D,CAR,26,Keswick,Ontario,CAN,1994-11-13,,"5'11""",191,-43.5498178,172.6682389
8475883,Frederik Andersen,G,CAR,31,Herning,,DNK,1989-10-02,,"6'4""",229,56.1379757,8.9746623
8483548,Brandon Bussi,G,CAR,32,Sound Beach,New York,USA,1998-06-25,,"6'4""",218,40.9606885,-72.9729007
8481611,Pyotr Kochetkov,G,CAR,52,Penza,,RUS,1999-06-25,,"6'3""",196,53.1765982,45.0131181
8479944,Zachary Aston-Reese,L,CBJ,27,Staten Island,New York,USA,1994-08-10,,"6'1""",203,40.5834557,-74.1496048
8475745,Charlie Coyle,C,CBJ,3,East Weymouth,Massachusetts,USA,1992-03-02,,"6'3""",221,42.2157579,-70.9251565
8483432,Luca Del Bel Belluz,C,CBJ,65,Woodbridge,Ontario,CAN,2003-11-10,,"6'1""",185,-43.5662685,172.6344228
8484166,Adam Fantilli,C,CBJ,19,Nobleton,Ontario,CAN,2004-10-12,,"6'2""",205,28.6439565,-82.2620957
8478856,Conor Garland,R,CBJ,83,Scituate,Massachusetts,USA,1996-03-11,,"5'10""",165,42.1924492,-70.7261966
8478046,Danton Heinen,L,CBJ,43,Langley,British Columbia,CAN,1995-07-05,,"6'2""",187,-43.8155499,172.0342861
8476432,Boone Jenner,C,CBJ,38,Dorchester,Ontario,CAN,1993-06-15,,"6'2""",204,33.0237956,-80.2668072
8482660,Kent Johnson,C,CBJ,91,Port Moody,British Columbia,CAN,2002-10-18,,"6'0""",170,49.2821981,-122.8293554
8480806,Isac Lundeström,C,CBJ,21,Gallivare,,SWE,1999-11-06,,"6'1""",192,67.3000000,20.2500000
8480893,Kirill Marchenko,R,CBJ,86,Barnaul,,RUS,2000-07-21,,"6'3""",201,53.3911444,83.6668646
8478975,Mason Marchment,L,CBJ,17,Uxbridge,Ontario,CAN,1995-06-18,,"6'5""",212,-43.4817941,172.6089216
8477497,Sean Monahan,C,CBJ,23,Brampton,Ontario,CAN,1994-10-12,,"6'2""",206,-43.5205062,172.3744971
8479671,Mathieu Olivier,R,CBJ,24,Biloxi,Mississippi,USA,1997-02-11,,"6'1""",232,30.4007626,-88.8893818
8482705,Cole Sillinger,C,CBJ,4,Columbus,Ohio,USA,2003-05-16,,"6'0""",202,39.9622601,-83.0007065
8481716,Dmitri Voronkov,L,CBJ,10,Angarsk,,RUS,2000-09-10,,"6'5""",234,52.5443167,103.8882138
8477425,Miles Wood,L,CBJ,11,Buffalo,New York,USA,1995-09-13,,"6'2""",209,42.8864163,-78.8781493
8481161,Jake Christiansen,D,CBJ,2,West Vancouver,British Columbia,CAN,1999-09-12,,"6'0""",199,49.2632051,-123.1364266
8479371,Dante Fabbro,D,CBJ,15,Coquitlam,British Columbia,CAN,1998-06-20,,"6'0""",200,49.2842958,-122.7932810
8475790,Erik Gudbranson,D,CBJ,44,Ottawa,Ontario,CAN,1992-01-07,,"6'5""",222,45.4041115,-75.7118830
8483485,Denton Mateychuk,D,CBJ,5,Winnipeg,Manitoba,CAN,2004-07-12,,"5'11""",188,49.8825429,-97.1499315
8478500,Ivan Provorov,D,CBJ,9,Yaroslavl,,RUS,1997-01-13,,"6'1""",224,57.5718931,39.8491607
8476923,Damon Severson,D,CBJ,78,Melville,Saskatchewan,CAN,1994-08-07,,"6'2""",204,-43.4888954,172.5791345
8474090,Brendan Smith,D,CBJ,7,Mimico,Ontario,CAN,1989-02-08,,"6'2""",200,43.6166773,-79.4968048
8478460,Zach Werenski,D,CBJ,8,Grosse Pointe,Michigan,USA,1997-07-19,,"6'2""",214,42.3861485,-82.9118591
8481178,Egor Zamula,D,CBJ,6,Chelyabinsk,,RUS,2000-03-30,,"6'3""",200,55.1805270,61.4000124
8482982,Jet Greaves,G,CBJ,73,Cambridge,Ontario,CAN,2001-03-30,,"6'0""",188,43.4056536,-80.2857801
8478007,Elvis Merzlikins,G,CBJ,90,Riga,,LVA,1994-04-13,,"6'3""",190,56.9493977,24.1051846
8474150,Mikael Backlund,C,CGY,11,Vasteras,,SWE,1989-03-17,,"6'0""",206,59.6110992,16.5463679
8481556,John Beecher,C,CGY,18,Elmira,New York,USA,2001-04-05,,"6'3""",220,42.0897965,-76.8077338
8476399,Blake Coleman,L,CGY,20,Plano,Texas,USA,1991-11-28,,"5'11""",199,33.0136764,-96.6925096
8482679,Matt Coronato,R,CGY,27,Greenlawn,New York,USA,2002-11-14,,"5'10""",183,40.8608685,-73.3633136
8480797,Joel Farabee,L,CGY,86,Syracuse,New York,USA,2000-02-25,,"6'0""",186,43.0481221,-76.1474244
8480028,Morgan Frost,C,CGY,16,Aurora,Ontario,CAN,1999-05-14,,"6'0""",193,-43.5299480,172.5237035
8484860,Matvei Gridin,R,CGY,92,Kurgan,,RUS,2006-03-01,,"6'1""",182,55.0685599,67.8900491
8486056,Tyson Gross,C,CGY,39,Calgary,Alberta,CAN,2002-09-23,,"6'3""",195,51.0414312,-114.0176929
8484180,Samuel Honzek,L,CGY,29,Trencin,,SVK,2004-11-12,,"6'4""",186,48.8922719,18.0387465
8476456,Jonathan Huberdeau,L,CGY,10,Saint-Jerome,Quebec,CAN,1993-06-04,,"6'1""",200,5.3705978,-3.9111040
8483609,Adam Klapka,R,CGY,43,Praha,,CZE,2000-09-14,,"6'8""",235,50.0490280,14.3137333
8479066,Ryan Lomberg,L,CGY,70,Richmond Hill,Ontario,CAN,1994-12-09,,"5'9""",184,43.8415634,-79.3997235
8478109,Victor Olofsson,L,CGY,95,Ornskoldsvik,,SWE,1995-07-18,,"5'11""",180,63.2888613,18.7160209
8482747,Brennan Othmann,L,CGY,78,Pickering,Ontario,CAN,2003-01-05,,"6'0""",192,-43.4961053,172.5589684
8481028,Martin Pospisil,C,CGY,76,Zvolen,,SVK,1999-11-19,,"6'2""",173,48.5782517,19.1247135
8481068,Yegor Sharangovich,C,CGY,17,Minsk,,BLR,1998-06-06,,"6'2""",196,53.9441345,27.6662030
8476458,Ryan Strome,C,CGY,22,Mississauga,Ontario,CAN,1993-07-11,,"6'1""",192,43.5801288,-79.6479803
8482074,Connor Zary,C,CGY,47,Saskatoon,Saskatchewan,CAN,2001-09-25,,"6'0""",178,52.1318020,-106.6607670
8480860,Kevin Bahl,D,CGY,7,New Westminster,British Columbia,CAN,2000-06-27,,"6'6""",230,49.1567036,-122.7740362
8479402,Jake Bean,D,CGY,24,Calgary,Alberta,CAN,1998-06-09,,"6'1""",191,51.0414312,-114.0176929
8484150,Hunter Brzustewicz,D,CGY,48,Washington,Michigan,USA,2004-11-29,,"6'0""",190,42.3021687,-83.2571530
8477810,Joel Hanley,D,CGY,44,Keswick,Ontario,CAN,1991-06-08,,"5'11""",186,-43.5498178,172.6682389
8482165,Yan Kuznetsov,D,CGY,37,Murmansk,,RUS,2002-03-09,,"6'4""",209,68.8917606,33.1011770
8476874,Olli Määttä,D,CGY,3,Jyväskylä,,FIN,1994-08-22,,"6'2""",207,62.2484126,25.8847762
8481167,Brayden Pachal,D,CGY,94,Estevan,Saskatchewan,CAN,1999-08-23,,"6'2""",202,49.1428076,-102.9910750
8484768,Zayne Parekh,D,CGY,19,Markham,Ontario,CAN,2006-02-15,,"6'0""",179,43.8561273,-79.3035489
8480727,Zach Whitecloud,D,CGY,28,Brandon,Manitoba,CAN,1996-11-28,,"6'2""",210,-43.2996694,172.6086816
8482445,Devin Cooley,G,CGY,1,Los Gatos,California,USA,1997-05-25,,"6'5""",192,37.2266110,-121.9746797
8481692,Dustin Wolf,G,CGY,32,Gilroy,California,USA,2001-04-16,,"6'0""",166,37.0065078,-121.5631723
8484144,Connor Bedard,C,CHI,98,North Vancouver,British Columbia,CAN,2005-07-17,,"5'10""",190,49.3542956,-123.0578131
8477479,Tyler Bertuzzi,L,CHI,59,Sudbury,Ontario,CAN,1995-02-24,,"6'2""",200,46.5049919,-80.9483848
8484793,Sacha Boisvert,C,CHI,12,Trois-Rivières,Quebec,CAN,2006-03-17,,"6'2""",176,46.3432325,-72.5428485
8477444,Andre Burakovsky,L,CHI,28,Klagenfurt,,AUT,1995-02-09,,"6'3""",203,46.6239430,14.3075976
8477987,Ryan Donato,C,CHI,8,Boston,Massachusetts,USA,1996-04-09,,"6'0""",190,42.3588336,-71.0578303
8485391,Anton Frondell,C,CHI,16,Trangsund,,SWE,2007-05-07,,"6'1""",198,59.2334123,18.1404810
8483450,Ryan Greene,C,CHI,20,St. John's,Newfoundland and Labrador,CAN,2003-10-21,,"6'1""",195,-44.2607048,171.1273802
8478043,Sam Lafferty,C,CHI,24,Hollidaysburg,Pennsylvania,USA,1995-03-06,,"6'2""",205,40.4307740,-78.3900826
8484185,Nick Lardis,L,CHI,76,Oakville,Ontario,CAN,2005-07-08,,"5'11""",165,43.3940055,-79.7520106
8478233,Andrew Mangiapane,L,CHI,26,Toronto,Ontario,CAN,1996-04-04,,"5'10""",183,43.7251226,-79.5514013
8481624,Ilya Mikheyev,R,CHI,95,Omsk,,RUS,1994-10-10,,"6'2""",192,54.9923535,73.4653995
8484197,Oliver Moore,C,CHI,11,Mounds View,Minnesota,USA,2005-01-22,,"5'11""",188,45.1068949,-93.2075931
8483493,Frank Nazar,C,CHI,91,Detroit,Michigan,USA,2004-01-14,,"5'10""",190,42.3315509,-83.0466403
8482172,Landon Slaggert,L,CHI,84,South Bend,Indiana,USA,2002-06-25,,"6'0""",180,41.6833813,-86.2500066
8476882,Teuvo Teravainen,C,CHI,86,Helsinki,,FIN,1994-09-11,,"5'11""",191,60.1839934,24.9589871
8476952,Dominic Toninato,C,CHI,25,Duluth,Minnesota,USA,1994-03-09,,"6'2""",201,46.7838287,-92.1052679
8481806,Louis Crevier,D,CHI,46,Quebec City,Quebec,CAN,2001-05-04,,"6'8""",228,-43.5213571,172.6885526
8482807,Ethan Del Mastro,D,CHI,38,Burlington,Ontario,CAN,2003-01-15,,"6'4""",210,-43.5479887,172.6426330
8476891,Matt Grzelcyk,D,CHI,48,Charlestown,Massachusetts,USA,1994-01-05,,"5'10""",180,42.3778749,-71.0619957
8482176,Wyatt Kaiser,D,CHI,44,Andover,Minnesota,USA,2002-07-31,,"6'0""",190,45.2332985,-93.2913405
8483466,Kevin Korchinski,D,CHI,14,Saskatoon,Saskatchewan,CAN,2004-06-21,,"6'1""",185,52.1318020,-106.6607670
8484783,Artyom Levshunov,D,CHI,55,Zhlobin,,BLR,2005-10-28,,"6'2""",208,52.8909181,30.0368186
8483506,Sam Rinzel,D,CHI,6,Chanhassen,Minnesota,USA,2004-06-25,,"6'4""",194,44.8618403,-93.5307207
8481568,Alex Vlasic,D,CHI,72,Wilmette,Illinois,USA,2001-06-05,,"6'6""",217,42.0760660,-87.7115555
8481519,Spencer Knight,G,CHI,30,Darien,Connecticut,USA,2001-04-19,,"6'3""",191,41.0787079,-73.4692873
8482821,Arvid Soderblom,G,CHI,40,Göteborg,,SWE,1999-08-19,,"6'3""",180,57.7072326,11.9670171
8482947,Zakhar Bardakov,C,COL,93,Berdsk,,RUS,2001-02-24,,"6'2""",198,54.7579500,83.1068095
8479525,Ross Colton,C,COL,20,Robbinsville,New Jersey,USA,1996-09-11,,"6'0""",194,40.2162828,-74.6198330
8480835,Jack Drury,C,COL,18,New York,New York,USA,2000-02-03,,"5'11""",186,40.7127281,-74.0060152
8475172,Nazem Kadri,C,COL,91,London,Ontario,CAN,1990-10-06,,"6'0""",185,42.9564040,-81.2301775
8480448,Parker Kelly,C,COL,17,Camrose,Alberta,CAN,1999-05-14,,"6'1""",185,-43.5189327,172.5670366
8481641,Joel Kiviranta,L,COL,94,Vantaa,,FIN,1996-03-23,,"5'11""",185,60.2929883,25.0436744
8476455,Gabriel Landeskog,L,COL,92,Stockholm,,SWE,1992-11-23,,"6'1""",215,59.3587062,17.8736682
8477476,Artturi Lehkonen,L,COL,62,Piikkio,,FIN,1995-07-04,,"5'11""",179,60.4254332,22.5130886
8477492,Nathan MacKinnon,C,COL,29,Halifax,Nova Scotia,CAN,1995-09-01,,"6'0""",200,-43.4964318,172.5817965
8480039,Martin Necas,C,COL,88,Nove Mesto na Morave,,CZE,1999-01-15,,"6'3""",195,49.5616916,16.0744185
8475754,Brock Nelson,C,COL,11,Warroad,Minnesota,USA,1991-10-15,,"6'4""",205,48.9052660,-95.3144040
8477501,Valeri Nichushkin,R,COL,13,Chelyabinsk,,RUS,1995-03-04,,"6'4""",210,55.1805270,61.4000124
8481186,Logan O'Connor,R,COL,25,Missouri City,Texas,USA,1996-08-14,,"6'0""",175,29.6185669,-95.5377215
8478462,Nicolas Roy,C,COL,10,Amos,Quebec,CAN,1997-02-05,,"6'4""",200,-43.5014492,172.6617082
8483565,Nick Blankenburg,D,COL,37,Washington,Michigan,USA,1998-05-12,,"5'9""",177,42.3021687,-83.2571530
8470613,Brent Burns,D,COL,84,Barrie,Ontario,CAN,1985-03-09,,"6'5""",228,-43.5469486,172.6258368
8476967,Brett Kulak,D,COL,27,Edmonton,Alberta,CAN,1994-01-06,,"6'1""",192,53.5137810,-113.5396230
8480069,Cale Makar,D,COL,8,Calgary,Alberta,CAN,1998-10-30,,"6'0""",187,51.0414312,-114.0176929
8484258,Sam Malinski,D,COL,70,Lakeville,Minnesota,USA,1998-07-27,,"5'11""",190,44.6500510,-93.2432791
8476312,Josh Manson,D,COL,42,Hinsdale,Illinois,USA,1991-10-07,,"6'3""",218,41.8024604,-87.9299841
8478038,Devon Toews,D,COL,7,Abbotsford,British Columbia,CAN,1994-02-21,,"6'1""",191,49.0495138,-122.2988877
8478406,Mackenzie Blackwood,G,COL,39,Thunder Bay,Ontario,CAN,1996-12-09,,"6'4""",225,50.2298564,-87.4261449
8475809,Scott Wedgewood,G,COL,41,Brampton,Ontario,CAN,1992-08-14,,"6'2""",201,-43.5205062,172.3744971
8479414,Nathan Bastian,R,DAL,11,Kitchener,Ontario,CAN,1997-12-06,,"6'4""",217,43.4497181,-80.4910447
8473994,Jamie Benn,L,DAL,14,Victoria,British Columbia,CAN,1989-07-18,,"6'3""",210,49.2254858,-123.0535120
8476278,Colin Blackwell,C,DAL,15,North Andover,Massachusetts,USA,1993-03-28,,"5'8""",181,42.7029687,-71.1309117
8482145,Mavrik Bourque,C,DAL,22,Plessisville,Quebec,CAN,2002-01-08,,"5'11""",187,46.2195150,-71.7719650
8478047,Michael Bunting,L,DAL,58,Scarborough,Ontario,CAN,1995-09-17,,"6'0""",186,43.8209520,-79.3052626
8480840,Oskar Bäck,C,DAL,10,Karlstad,,SWE,2000-03-12,,"6'4""",207,59.3809146,13.5027631
8475168,Matt Duchene,C,DAL,95,Haliburton,Ontario,CAN,1991-01-16,,"5'11""",211,45.1525396,-78.5148132
8477454,Adam Erne,L,DAL,73,New Haven,Connecticut,USA,1995-04-20,,"6'1""",209,41.3082138,-72.9250518
8476889,Radek Faksa,C,DAL,12,Vitkov,,CZE,1994-01-09,,"6'3""",216,49.7758144,17.7517864
